2,2,5,8,8,3,2,1,6,6,10,15.7,-32,26.4
2,2,8,12,10,3,4,1,6,6,11,10.6,-32,17.8
3,3,8,11,11,4,4,2,6,7,11,13.1,-32,21.9
5,4,12,11,12,6,4,5,6,7,11,5.82,-31,26
5,6,12,10,11,6,5,8,7,7,11,5.98,-26.4,29.8
6,7,12,10,12,6,5,8,7,7,11,6.37,-24.4,32.6
8,7,19,10,12,6,5,9,7,7,11,7.25,-19.3,34.1
8,7,21,10,12,6,5,12,7,7,12,7.17,-17.8,35.4
8,6,20,13,6,5,5,14,7,7,12,12.1,-14.1,34.2
8,7,23,9,4,4,4,16,7,7,12,15.5,-13.3,32.5
8,6,26,18,4,4,4,15,7,7,12,15.8,-16.3,32.3
8,7,22,21,5,4,5,13,7,7,12,15,-17.5,32.2
13,6,24,21,5,5,6,11,7,7,12,14.9,-18.3,32
12,6,27,21,5,4,6,12,7,7,12,14.2,-19.2,32.5
10,6,21,21,5,5,7,11,7,7,12,18.3,-19.2,42.3
12,5,25,23,4,5,7,9,7,7,12,2.09,-19.4,37.4
12,9,28,19,5,6,6,7,7,7,12,-5.53,-15,24.9
12,13,25,21,6,7,8,6,7,7,12,20.5,-9.65,28.8
12,16,27,21,7,9,11,7,7,7,12,12.9,-18.7,34
10,23,28,19,6,9,11,6,7,7,12,8.4,-14.2,38.4
9,31,28,20,6,8,10,6,7,7,12,8.57,-13.8,39.3
10,34,28,20,7,8,10,7,7,7,12,12.2,-16.2,36.6
10,40,41,23,7,8,10,7,7,7,12,12.3,-12.8,35.9
8,45,45,22,7,8,9,6,8,7,12,11.5,-10.8,36.4
10,42,38,22,8,8,9,6,8,7,12,11.2,-13.4,36.2
11,37,36,20,8,7,9,9,8,7,12,10.1,-12.3,37.7
11,37,34,10,6,5,7,9,8,7,12,12.5,-10.6,37.9
11,37,36,10,6,4,6,9,8,7,12,11.7,-11.3,38
9,31,35,10,7,4,5,8,8,7,12,10.9,-13.5,36.4
10,34,35,13,6,5,6,7,8,7,12,11,-13.4,35.8
11,30,24,12,7,5,7,8,8,7,12,9.98,-12.4,34.6
11,25,16,12,8,5,7,8,8,7,12,13.8,-13,34.6
9,24,17,11,7,6,9,8,7,7,12,13.2,-15.7,33.4
8,25,24,18,7,6,8,4,7,7,12,7.07,-16.6,33.8
9,22,33,21,7,6,8,4,7,7,12,4.18,-20.5,37.3
9,16,34,23,6,6,8,4,7,7,12,3.07,-20.6,37.8
8,13,38,23,5,6,9,5,7,7,12,4.16,-21.2,36.7
5,7,40,20,4,5,8,4,7,7,12,8.01,-22.3,35.7
5,10,41,17,4,5,7,4,7,7,12,8.38,-19.4,34.8
6,10,44,17,3,5,7,3,7,7,12,11.9,-19.3,33.8
6,11,42,18,3,3,5,3,7,7,12,15,-16.7,32.8
6,11,35,12,4,4,5,3,7,7,13,18.8,-19.3,31.9
5,15,25,8,4,4,3,3,7,7,13,15.7,-18.2,31
5,14,24,7,5,3,2,2,7,7,13,14.2,-19.1,30
5,14,19,5,5,4,2,2,7,7,13,12.5,-20.4,30
5,14,15,5,5,5,3,2,7,7,13,12.4,-21,31.4
5,10,14,5,7,4,2,1,7,7,13,11.1,-23.4,33.3
5,12,11,5,7,4,2,1,7,7,13,9.14,-23.4,33.2
5,14,16,5,6,4,2,2,7,7,13,8.77,-24.3,33.1
5,13,19,4,5,3,2,2,7,7,13,10,-23.4,32.7
6,13,20,5,4,3,2,2,7,7,13,9.59,-22.6,31.6
5,16,24,10,4,3,2,3,7,7,13,10.4,-24,30.8
5,17,26,13,4,3,2,3,7,7,13,8.52,-23.6,32.1
5,16,28,13,6,2,2,2,7,7,13,9.63,-24,31.2
7,16,25,18,5,3,3,2,7,7,13,11.2,-22.8,32.4
9,15,26,20,5,3,3,2,7,7,13,11.5,-23.6,32.7
10,12,22,20,5,3,4,2,7,7,13,8.95,-21.7,31.1
9,15,28,23,5,4,6,2,7,7,13,8.85,-24,30.2
8,11,29,21,5,4,7,2,7,7,13,9,-18.8,30.4
11,9,25,16,6,4,8,3,7,7,13,13,-20.5,31.2
12,7,23,14,5,4,8,3,7,7,13,11.4,-20.9,32.6
12,16,22,15,4,4,9,3,7,7,13,10.3,-21.5,32.9
9,17,32,13,3,4,9,3,7,7,12,9.8,-21.3,33.4
7,17,40,13,3,3,8,3,7,7,12,10.5,-20.9,32.3
7,17,39,13,3,3,7,3,7,7,12,11.3,-20.6,32.2
9,15,30,13,3,3,6,4,7,7,12,10.5,-20.5,32.1
9,19,38,16,3,2,4,3,7,7,12,10.9,-19.8,32.5
7,20,39,17,3,2,4,3,7,7,12,11.6,-20.4,32.2
6,21,39,17,3,2,4,3,7,7,12,11.6,-20.3,32.5
9,13,39,17,2,2,3,3,7,7,12,11.6,-20.6,32.7
9,15,33,16,2,2,3,5,7,7,12,11.3,-20.5,32.7
11,17,26,14,3,2,2,5,7,7,12,11.8,-20.5,32.1
9,16,27,14,3,3,2,4,7,7,12,11.9,-20.8,32.1
9,17,30,13,3,3,3,4,7,7,12,11.8,-20.1,32
9,16,28,12,3,4,4,4,7,7,12,11.7,-20.4,32.3
8,13,28,11,2,4,4,4,7,7,12,11.9,-20.1,32.3
8,16,29,9,2,4,4,4,7,7,12,12.2,-20.2,32.4
6,18,32,11,3,5,4,4,7,7,12,11.5,-20.5,32.6
6,14,30,10,3,5,4,2,7,7,12,11.4,-20.2,32.6
4,15,27,10,3,5,4,2,7,7,12,11.5,-20.4,32.3
4,17,29,11,3,4,5,2,7,7,12,11.8,-21.2,32
3,15,33,11,3,4,4,2,7,7,12,11.4,-20.4,32.4
4,16,25,8,3,3,3,2,7,7,12,11.4,-21.3,32.1
4,16,26,9,3,3,3,2,7,7,12,11.7,-21.2,32.1
4,14,24,11,4,3,3,2,7,7,12,12.3,-21.5,32.1
5,12,20,11,4,2,3,3,7,7,12,12.1,-21.5,31.8
